material,plant,demand_date,mrp_element_cd,mrp_element,change_quantity,total_quantity,storage_location,supplier_nr,planner,line_index
7430935-05,MC10,03/03/22,LE,SchAgr,60,271,,22325910,114,99
7430935-05,MC10,03/03/22,PP,IndReq,-82,189,,,114,100
7430935-05,MC10,03/03/22,LE,SchAgr,60,236,,22325910,114,109
7430935-05,MC10,03/03/22,LE,SchAgr,60,236,,22325910,114,109
7430935-05,MC10,03/03/22,LE,SchAgr,60,236,,22325910,114,109
7430935-05,MC10,03/03/22,PP,IndReq,-83,153,,,114,110
7430935-05,MC10,03/03/22,PP,IndReq,-83,153,,,114,110
7430935-05,MC10,03/03/22,PP,IndReq,-83,153,,,114,110
7430935-05,MC10,03/03/22,LE,SchAgr,120,281,,22325910,114,117
7430935-05,MC10,03/03/22,LE,SchAgr,60,281,,22325910,114,117
7430935-05,MC10,03/03/22,LE,SchAgr,120,281,,22325910,114,117
7430935-05,MC10,03/03/22,LE,SchAgr,60,270,,22325910,114,117
7430935-05,MC10,03/03/22,PP,IndReq,-76,205,,,114,118
7430935-05,MC10,03/03/22,PP,IndReq,-76,205,,,114,118
7430935-05,MC10,03/03/22,PP,IndReq,-76,205,,,114,118
7430935-05,MC10,03/03/22,LE,SchAgr,60,250,,22325910,114,118
7430935-05,MC10,03/03/22,LE,SchAgr,60,180,,22325910,114,132
7430935-05,MC10,03/03/22,PP,IndReq,-88,92,,,114,133
7430935-05,MC10,03/03/22,LE,SchAgr,60,240,,22325910,114,134
7430935-05,MC10,03/03/22,LE,SchAgr,60,240,,22325910,114,134
7430935-05,MC10,03/03/22,PP,IndReq,-88,152,,,114,135
7430935-05,MC10,03/03/22,PP,IndReq,-88,152,,,114,135
7430935-05,MC10,03/03/22,LE,SchAgr,60,278,,22325910,114,136
7430935-05,MC10,03/03/22,LE,SchAgr,60,278,,22325910,114,136
7430935-05,MC10,03/03/22,PP,IndReq,-85,193,,,114,137
7430935-05,MC10,03/03/22,PP,IndReq,-85,193,,,114,137
7430935-05,MC10,03/03/22,LE,SchAgr,60,278,,22325910,114,137
7430935-05,MC10,03/03/22,PP,IndReq,-85,193,,,114,138
7430935-05,MC10,03/03/22,LE,SchAgr,60,201,,22325910,114,143
7430935-05,MC10,03/03/22,LE,SchAgr,60,261,,22325910,114,144
7430935-05,MC10,03/03/22,PP,IndReq,-83,118,,,114,144
7430935-05,MC10,03/03/22,PP,IndReq,-83,178,,,114,145
7430935-05,MC10,03/03/22,PP,IndReq,-83,178,,,114,145
7430935-05,MC10,03/03/22,LE,SchAgr,60,281,,22325910,114,149
7430935-05,MC10,03/03/22,LE,SchAgr,60,281,,22325910,114,149
7430935-05,MC10,03/03/22,LE,SchAgr,60,281,,22325910,114,149
7430935-05,MC10,03/03/22,PP,IndReq,-87,194,,,114,150
7430935-05,MC10,03/03/22,PP,IndReq,-87,194,,,114,150
7430935-05,MC10,03/03/22,PP,IndReq,-87,194,,,114,150
7430935-05,MC10,03/04/22,FH,----->,0,137,,,114,12
7430935-05,MC10,03/04/22,FH,----->,0,137,,,114,12
7430935-05,MC10,03/04/22,LE,SchAgr,120,257,,22325910,114,13
7430935-05,MC10,03/04/22,LE,SchAgr,120,257,,22325910,114,13
7430935-05,MC10,03/04/22,FH,----->,0,137,,,114,13
7430935-05,MC10,03/04/22,LE,SchAgr,120,257,,22325910,114,14
7430935-05,MC10,03/04/22,SB,DepReq,-2,255,PLT1,,114,14
7430935-05,MC10,03/04/22,SB,DepReq,-2,255,PLT1,,114,14
7430935-05,MC10,03/04/22,SB,DepReq,-39,216,PLT1,,114,15
7430935-05,MC10,03/04/22,SB,DepReq,-39,216,PLT1,,114,15
7430935-05,MC10,03/04/22,SB,DepReq,-2,255,PLT1,,114,15
7430935-05,MC10,03/04/22,SB,DepReq,-39,216,PLT1,,114,16
7430935-05,MC10,03/04/22,LE,SchAgr,60,191,,22325910,114,24
7430935-05,MC10,03/04/22,LE,SchAgr,60,191,,22325910,114,24
7430935-05,MC10,03/04/22,LE,SchAgr,60,191,,22325910,114,24
7430935-05,MC10,03/04/22,SB,DepReq,-2,189,PLT1,,114,25
7430935-05,MC10,03/04/22,SB,DepReq,-2,189,PLT1,,114,25
7430935-05,MC10,03/04/22,SB,DepReq,-2,189,PLT1,,114,25
7430935-05,MC10,03/04/22,SB,DepReq,-33,156,PLT1,,114,26
7430935-05,MC10,03/04/22,SB,DepReq,-33,156,PLT1,,114,26
7430935-05,MC10,03/04/22,SB,DepReq,-33,156,PLT1,,114,26
7430935-05,MC10,03/04/22,LE,SchAgr,60,250,,22325910,114,51
7430935-05,MC10,03/04/22,LE,SchAgr,60,190,,22325910,114,51
7430935-05,MC10,03/04/22,PP,IndReq,-78,172,,,114,52
7430935-05,MC10,03/04/22,LE,SchAgr,60,249,,22325910,114,99
7430935-05,MC10,03/04/22,LE,SchAgr,60,249,,22325910,114,99
7430935-05,MC10,03/04/22,PP,IndReq,-92,157,,,114,100
7430935-05,MC10,03/04/22,PP,IndReq,-92,157,,,114,100
7430935-05,MC10,03/04/22,LE,SchAgr,60,249,,22325910,114,101
7430935-05,MC10,03/04/22,PP,IndReq,-92,157,,,114,102
7430935-05,MC10,03/04/22,LE,SchAgr,120,273,,22325910,114,111
7430935-05,MC10,03/04/22,LE,SchAgr,120,273,,22325910,114,111
7430935-05,MC10,03/04/22,LE,SchAgr,120,273,,22325910,114,111
7430935-05,MC10,03/04/22,PP,IndReq,-77,196,,,114,112
7430935-05,MC10,03/04/22,PP,IndReq,-77,196,,,114,112
7430935-05,MC10,03/04/22,PP,IndReq,-77,196,,,114,112
7430935-05,MC10,03/04/22,LE,SchAgr,60,265,,22325910,114,119
7430935-05,MC10,03/04/22,LE,SchAgr,60,265,,22325910,114,119
7430935-05,MC10,03/04/22,LE,SchAgr,60,265,,22325910,114,119
7430935-05,MC10,03/04/22,LE,SchAgr,120,413,,22325910,114,119
7430935-05,MC10,03/04/22,PP,IndReq,-84,181,,,114,120
7430935-05,MC10,03/04/22,PP,IndReq,-84,181,,,114,120
7430935-05,MC10,03/04/22,PP,IndReq,-84,181,,,114,120
7430935-05,MC10,03/04/22,LE,SchAgr,120,293,,22325910,114,120
7430935-05,MC10,03/04/22,LE,SchAgr,120,212,,22325910,114,134
7430935-05,MC10,03/04/22,PP,IndReq,-76,136,,,114,135
7430935-05,MC10,03/04/22,LE,SchAgr,120,272,,22325910,114,136
7430935-05,MC10,03/04/22,LE,SchAgr,120,272,,22325910,114,136
7430935-05,MC10,03/04/22,PP,IndReq,-76,196,,,114,137
7430935-05,MC10,03/04/22,PP,IndReq,-76,196,,,114,137
7430935-05,MC10,03/04/22,LE,SchAgr,60,253,,22325910,114,138
7430935-05,MC10,03/04/22,LE,SchAgr,60,253,,22325910,114,138
7430935-05,MC10,03/04/22,PP,IndReq,-91,162,,,114,139
7430935-05,MC10,03/04/22,PP,IndReq,-91,162,,,114,139
7430935-05,MC10,03/04/22,LE,SchAgr,60,253,,22325910,114,139
7430935-05,MC10,03/04/22,PP,IndReq,-91,162,,,114,140
7430935-05,MC10,03/04/22,LE,SchAgr,120,238,,22325910,114,145
7430935-05,MC10,03/04/22,LE,SchAgr,120,298,,22325910,114,146
7430935-05,MC10,03/04/22,PP,IndReq,-93,145,,,114,146
7430935-05,MC10,03/04/22,LE,SchAgr,120,298,,22325910,114,146
7430935-05,MC10,03/04/22,PP,IndReq,-93,205,,,114,147
7430935-05,MC10,03/04/22,LE,SchAgr,120,314,,22325910,114,151
7430935-05,MC10,03/04/22,LE,SchAgr,120,314,,22325910,114,151
7430935-05,MC10,03/04/22,LE,SchAgr,60,254,,22325910,114,151
7430935-05,MC10,03/04/22,PP,IndReq,-93,221,,,114,152
7430935-05,MC10,03/04/22,PP,IndReq,-93,221,,,114,152
7430935-05,MC10,03/04/22,PP,IndReq,-93,161,,,114,152
7430935-05,MC10,03/05/22,LE,SchAgr,60,276,,22325910,114,16
7430935-05,MC10,03/05/22,LE,SchAgr,60,276,,22325910,114,16
7430935-05,MC10,03/05/22,SB,DepReq,-49,224,PLT1,,114,18
7430935-05,MC10,03/05/22,SB,DepReq,-3,273,PLT1,,114,18
7430935-05,MC10,03/05/22,SB,DepReq,-49,224,PLT1,,114,18
7430935-05,MC10,03/05/22,SB,DepReq,-49,224,PLT1,,114,19
7430935-05,MC10,03/05/22,LE,SchAgr,120,276,,22325910,114,27
7430935-05,MC10,03/05/22,LE,SchAgr,120,276,,22325910,114,27
7430935-05,MC10,03/05/22,LE,SchAgr,120,276,,22325910,114,27
7430935-05,MC10,03/05/22,SB,DepReq,-3,273,PLT1,,114,28
7430935-05,MC10,03/05/22,SB,DepReq,-3,273,PLT1,,114,28
7430935-05,MC10,03/05/22,SB,DepReq,-54,219,PLT1,,114,29
7430935-05,MC10,03/05/22,SB,DepReq,-54,219,PLT1,,114,29
7430935-05,MC10,03/05/22,SB,DepReq,-54,219,PLT1,,114,29
7430935-05,MC10,03/05/22,LE,SchAgr,60,232,,22325910,114,53
7430935-05,MC10,03/05/22,LE,SchAgr,60,232,,22325910,114,53
7430935-05,MC10,03/05/22,LE,SchAgr,60,172,,22325910,114,53
7430935-05,MC10,03/05/22,PP,IndReq,-70,162,,,114,54
7430935-05,MC10,03/05/22,PP,IndReq,-70,102,,,114,54
7430935-05,MC10,03/05/22,PP,IndReq,-70,162,,,114,54
7430935-05,MC10,03/05/22,LE,SchAgr,120,277,,22325910,114,101
7430935-05,MC10,03/05/22,LE,SchAgr,120,277,,22325910,114,101
7430935-05,MC10,03/05/22,PP,IndReq,-66,211,,,114,102
7430935-05,MC10,03/05/22,PP,IndReq,-66,211,,,114,102
7430935-05,MC10,03/05/22,LE,SchAgr,120,277,,22325910,114,103
7430935-05,MC10,03/05/22,PP,IndReq,-66,211,,,114,104
7430935-05,MC10,03/05/22,LE,SchAgr,60,256,,22325910,114,113
7430935-05,MC10,03/05/22,LE,SchAgr,60,256,,22325910,114,113
7430935-05,MC10,03/05/22,LE,SchAgr,60,256,,22325910,114,113
7430935-05,MC10,03/05/22,PP,IndReq,-65,191,,,114,114
7430935-05,MC10,03/05/22,PP,IndReq,-65,191,,,114,114
7430935-05,MC10,03/05/22,PP,IndReq,-65,191,,,114,114
7430935-05,MC10,03/05/22,LE,SchAgr,60,241,,22325910,114,121
7430935-05,MC10,03/05/22,LE,SchAgr,60,241,,22325910,114,121
7430935-05,MC10,03/05/22,LE,SchAgr,60,241,,22325910,114,121
7430935-05,MC10,03/05/22,LE,SchAgr,60,398,,22325910,114,121
7430935-05,MC10,03/05/22,PP,IndReq,-66,175,,,114,122
7430935-05,MC10,03/05/22,PP,IndReq,-66,175,,,114,122
7430935-05,MC10,03/05/22,PP,IndReq,-66,175,,,114,122
7430935-05,MC10,03/05/22,PP,IndReq,-74,204,,,114,123
7430935-05,MC10,03/05/22,LE,SchAgr,60,196,,22325910,114,136
7430935-05,MC10,03/05/22,PP,IndReq,-67,129,,,114,137
7430935-05,MC10,03/05/22,LE,SchAgr,60,256,,22325910,114,138
7430935-05,MC10,03/05/22,LE,SchAgr,60,256,,22325910,114,138
7430935-05,MC10,03/05/22,PP,IndReq,-67,189,,,114,139
7430935-05,MC10,03/05/22,PP,IndReq,-67,189,,,114,139
7430935-05,MC10,03/05/22,LE,SchAgr,120,282,,22325910,114,140
7430935-05,MC10,03/05/22,LE,SchAgr,120,282,,22325910,114,140
7430935-05,MC10,03/05/22,PP,IndReq,-81,201,,,114,141
7430935-05,MC10,03/05/22,PP,IndReq,-81,201,,,114,141
7430935-05,MC10,03/05/22,LE,SchAgr,120,282,,22325910,114,141
7430935-05,MC10,03/05/22,PP,IndReq,-81,201,,,114,142
7430935-05,MC10,03/05/22,LE,SchAgr,60,205,,22325910,114,147
7430935-05,MC10,03/05/22,PP,IndReq,-78,127,,,114,148
7430935-05,MC10,03/05/22,LE,SchAgr,60,265,,22325910,114,148
7430935-05,MC10,03/05/22,LE,SchAgr,60,265,,22325910,114,148
7430935-05,MC10,03/05/22,PP,IndReq,-78,187,,,114,149
7430935-05,MC10,03/05/22,PP,IndReq,-78,187,,,114,149
7430935-05,MC10,03/07/22,WB,Stock,363,363,,,114,1
7430935-05,MC10,03/07/22,WB,Stock,389,389,,,114,1
7430935-05,MC10,03/07/22,WB,Stock,404,404,,,114,1
7430935-05,MC10,03/07/22,SB,DepReq,-3,386,PLT1,,114,2
7430935-05,MC10,03/07/22,SB,DepReq,-3,360,PLT1,,114,2
7430935-05,MC10,03/07/22,SB,DepReq,-3,401,PLT1,,114,2
7430935-05,MC10,03/07/22,SB,DepReq,-32,334,PLT1,,114,3
7430935-05,MC10,03/07/22,SB,DepReq,-54,282,PLT1,,114,3
7430935-05,MC10,03/07/22,SB,DepReq,-36,342,PLT1,,114,3
7430935-05,MC10,03/07/22,SB,DepReq,-24,321,PLT1,,114,4
7430935-05,MC10,03/07/22,SB,DepReq,-72,282,PLT1,,114,4
7430935-05,MC10,03/07/22,SB,DepReq,-83,282,PLT1,,114,4
7430935-05,MC10,03/07/22,LE,SchAgr,120,344,,22325910,114,19
7430935-05,MC10,03/07/22,LE,SchAgr,120,344,,22325910,114,19
7430935-05,MC10,03/07/22,SB,DepReq,-3,341,PLT1,,114,20
7430935-05,MC10,03/07/22,SB,DepReq,-3,341,PLT1,,114,20
7430935-05,MC10,03/07/22,LE,SchAgr,120,344,,22325910,114,20
7430935-05,MC10,03/07/22,SB,DepReq,-119,222,PLT1,,114,21
7430935-05,MC10,03/07/22,SB,DepReq,-119,222,PLT1,,114,21
7430935-05,MC10,03/07/22,SB,DepReq,-119,222,PLT1,,114,22
7430935-05,MC10,03/07/22,LE,SchAgr,120,339,,22325910,114,30
7430935-05,MC10,03/07/22,LE,SchAgr,60,279,,22325910,114,30
7430935-05,MC10,03/07/22,PP,IndReq,-77,202,,,114,31
7430935-05,MC10,03/07/22,SB,DepReq,-1,261,PLT1,,114,32
7430935-05,MC10,03/07/22,SB,DepReq,-4,197,PLT1,,114,33
7430935-05,MC10,03/07/22,SB,DepReq,-4,257,PLT1,,114,33
7430935-05,MC10,03/07/22,LE,SchAgr,60,222,,22325910,114,55
7430935-05,MC10,03/07/22,PP,IndReq,-56,166,,,114,56
7430935-05,MC10,03/07/22,SB,DepReq,-1,165,PLT1,,114,57
7430935-05,MC10,03/07/22,SB,DepReq,-1,165,PLT1,,114,57
7430935-05,MC10,03/07/22,SB,DepReq,-2,163,PLT1,,114,58
7430935-05,MC10,03/07/22,LE,SchAgr,60,271,,22325910,114,103
7430935-05,MC10,03/07/22,LE,SchAgr,60,271,,22325910,114,103
7430935-05,MC10,03/07/22,PP,IndReq,-84,187,,,114,104
7430935-05,MC10,03/07/22,PP,IndReq,-84,187,,,114,104
7430935-05,MC10,03/07/22,LE,SchAgr,60,271,,22325910,114,105
7430935-05,MC10,03/07/22,SB,DepReq,-1,186,PLT1,,114,105
7430935-05,MC10,03/07/22,SB,DepReq,-1,186,PLT1,,114,105
7430935-05,MC10,03/07/22,SB,DepReq,-3,183,PLT1,,114,106
7430935-05,MC10,03/07/22,SB,DepReq,-3,183,PLT1,,114,106
7430935-05,MC10,03/07/22,PP,IndReq,-84,187,,,114,106
7430935-05,MC10,03/07/22,SB,DepReq,-1,186,PLT1,,114,107
7430935-05,MC10,03/07/22,SB,DepReq,-3,183,PLT1,,114,108
7430935-05,MC10,03/07/22,LE,SchAgr,120,311,,22325910,114,115
7430935-05,MC10,03/07/22,LE,SchAgr,60,251,,22325910,114,115
7430935-05,MC10,03/07/22,LE,SchAgr,120,311,,22325910,114,115
7430935-05,MC10,03/07/22,PP,IndReq,-83,228,,,114,116
7430935-05,MC10,03/07/22,PP,IndReq,-83,228,,,114,116
7430935-05,MC10,03/07/22,PP,IndReq,-83,168,,,114,116
7430935-05,MC10,03/07/22,SB,DepReq,-1,227,PLT1,,114,117
7430935-05,MC10,03/07/22,SB,DepReq,-1,167,PLT1,,114,117
7430935-05,MC10,03/07/22,SB,DepReq,-1,227,PLT1,,114,117
7430935-05,MC10,03/07/22,SB,DepReq,-4,163,PLT1,,114,118
7430935-05,MC10,03/07/22,SB,DepReq,-4,223,PLT1,,114,118
7430935-05,MC10,03/07/22,SB,DepReq,-4,223,PLT1,,114,118
7430935-05,MC10,03/07/22,LE,SchAgr,120,295,,22325910,114,123
7430935-05,MC10,03/07/22,LE,SchAgr,120,295,,22325910,114,123
7430935-05,MC10,03/07/22,LE,SchAgr,120,295,,22325910,114,123
7430935-05,MC10,03/07/22,PP,IndReq,-84,211,,,114,124
7430935-05,MC10,03/07/22,PP,IndReq,-84,211,,,114,124
7430935-05,MC10,03/07/22,PP,IndReq,-84,211,,,114,124
7430935-05,MC10,03/07/22,LE,SchAgr,60,264,,22325910,114,124
7430935-05,MC10,03/07/22,SB,DepReq,-1,210,PLT1,,114,125
7430935-05,MC10,03/07/22,SB,DepReq,-1,210,PLT1,,114,125
7430935-05,MC10,03/07/22,SB,DepReq,-1,210,PLT1,,114,125
7430935-05,MC10,03/07/22,SB,DepReq,-4,206,PLT1,,114,126
7430935-05,MC10,03/07/22,SB,DepReq,-4,206,PLT1,,114,126
7430935-05,MC10,03/07/22,SB,DepReq,-4,206,PLT1,,114,126
7430935-05,MC10,03/07/22,SB,DepReq,-1,183,PLT1,,114,126
